Standard name	Systematic name
HXT13	YEL069C
HXT8	YEL069C
HXT14	YNL318C
HXT9	YNL318C
HXT15	YDL245C
HXT16	YJR158W
HXT17	YNR072W
HXT1	YHR094C
HOR4	YHR094C
HXT2	YMR011W
HXT3	YDR345C
HXT4	YHR092C
LGT1	YHR092C
RAG1	YHR092C
HXT5	YHR096C
HXT6	YDR343C
HXT7	YDR342C
HXT8	YJL214W
HXT9	YJL219W
HYM1	YKL189W
HYP2	YEL034W
TIF51A	YEL034W
HYR1	YIR037W
GPX3	YIR037W
ORP1	YIR037W
IAH1	YOR126C
EST2	YOR126C
IBA57	YJR122W
CAF17	YJR122W
IBD2	YNL164C
ICE2	YIL090W
ICL1	YER065C
ICL2	YPR006C
ICP55	YER078C
ICS2	YBR157C
ICS3	YJL077C
ICT1	YLR099C
ICY1	YMR195W
IDH1	YNL037C
IDH2	YOR136W
IDI1	YPL117C
BOT2	YPL117C
IDP1	YDL066W
IDP2	YLR174W
IDP3	YNL009W
IDS2	YJL146W
IES1	YFL013C
IES2	YNL215W
IES3	YLR052W
IES4	YOR189W
IES5	YER092W
IES6	YEL044W
IFA38	YBR159W
IFH1	YLR223C
RRP3	YLR223C
IFM1	YOL023W
IGD1	YFR017C
IGO1	YNL157W
IGO2	YHR132W-A
IKI1	YHR187W
ELP5	YHR187W
HAP2	YHR187W
TOT5	YHR187W
IKI3	YLR384C
ELP1	YLR384C
TOT1	YLR384C
IKS1	YJL057C
ILM1	YJR118C
ILS1	YBL076C
ILV1	YER086W
ILV2	YMR108W
SMR1	YMR108W
ILV3	YJR016C
ILV5	YLR355C
ILV6	YCL009C
IMA1	YGR287C
IMA2	YOL157C
IMA3	YIL172C
IMA4	YJL221C
FSP2	YJL221C
IMA5	YJL216C
IMD1	YAR073W
IMD2	YHR216W
PUR5	YHR216W
IMD3	YLR432W
IMD4	YML056C
IME1	YJR094C
IME2	YJL106W
SME1	YJL106W
IME4	YGL192W
SPO8	YGL192W
IMG1	YCR046C
PETCR46	YCR046C
IMG2	YCR071C
IMH1	YLR309C
SYS3	YLR309C
IML1	YJR138W
SEA1	YJR138W
IML2	YJL082W
IML3	YBR107C
MCM19	YBR107C
IMO32	YGR031W
IMP1	YMR150C
PET2858	YMR150C
IMP2	YMR035W
IMP2'	YIL154C
IMP2	YIL154C
IMP3	YHR148W
IMP4	YNL075W
INA17	YPL099C
AIM43	YPL099C
FMP14	YPL099C
INA22	YIR024C
INH1	YDL181W
INM1	YHR046C
IMP1	YHR046C
INM2	YDR287W
IMP2	YDR287W
INN1	YNL152W
INO1	YJL153C
INO2	YDR123C
DIE1	YDR123C
SCS1	YDR123C
INO4	YOL108C
INO80	YGL150C
INP1	YMR204C
INP2	YMR163C
INP51	YIL002C
SJL1	YIL002C
INP52	YNL106C
SJL2	YNL106C
INP53	YOR109W
SJL3	YOR109W
SOP2	YOR109W
INP54	YOL065C
IOC2	YLR095C
IOC3	YFR013W
IOC4	YMR044W
IPI1	YHR085W
IPI3	YNL182C
IPK1	YDR315C
GSL1	YDR315C
IPL1	YPL209C
IPP1	YBR011C
PPA	YBR011C
PPA1	YBR011C
IPT1	YDR072C
SYR4	YDR072C
IQG1	YPL242C
CYK1	YPL242C
IRA1	YBR140C
GLC1	YBR140C
PPD1	YBR140C
IRA2	YOL081W
CCS1	YOL081W
GLC4	YOL081W
IRC10	YOL015W
IRC11	YOR013W
IRC13	YOR235W
IRC14	YOR135C
IRC15	YPL017C
IRC16	YPR038W
IRC18	YJL037W
OSW6	YJL037W
IRC19	YLL033W
RRG4	YLL033W
IRC2	YDR112W
IRC20	YLR247C
IRC21	YMR073C
IRC22	YEL001C
IRC23	YOR044W
IRC24	YIR036C
IRC25	YLR021W
DMP2	YLR021W
POC3	YLR021W
IRC3	YDR332W
IRC4	YDR540C
IRC5	YFR038W
IRC6	YFR043C
IRC7	YFR055W
IRC8	YJL051W
IRC9	YJL142C
IRE1	YHR079C
ERN1	YHR079C
IRR1	YIL026C
SCC3	YIL026C
IRS4	YKR019C
ISA1	YLL027W
ISA2	YPR067W
ISC1	YER019W
ISC10	YER180C
ISD11	YER048W-A
ISF1	YMR081C
MBR3	YMR081C
ISM1	YPL040C
ISN1	YOR155C
ISR1	YPR106W
IST1	YNL265C
IST2	YBR086C
IST3	YIR005W
SNU17	YIR005W
ISU1	YPL135W
NUA1	YPL135W
ISU2	YOR226C
NUA2	YOR226C
ISW1	YBR245C
ISW2	YOR304W
ISY1	YJR050W
NTC30	YJR050W
UTR3	YJR050W
ITC1	YGL133W
ITR1	YDR497C
ITR2	YOL103W
ITT1	YML068W
IVY1	YDR229W
IWR1	YDL115C
IXR1	YKL032C
ORD1	YKL032C
IZH1	YDR492W
IZH2	YOL002C
PHO36	YOL002C
IZH3	YLR023C
IZH4	YOL101C
JAC1	YGL018C
SEO2	YGL018C
JEM1	YJL073W
KAR8	YJL073W
JEN1	YKL217W
JHD1	YER051W
JHD2	YJR119C
JID1	YPR061C
JIP3	YLR331C
JIP4	YDR475C
JIP5	YPR169W
JJJ1	YNL227C
JJJ2	YJL162C
JJJ3	YJR097W
DPH4	YJR097W
JLP1	YLL057C
JLP2	YMR132C
JNM1	YMR294W
INS1	YMR294W
JSN1	YJR091C
PUF1	YJR091C
KAE1	YKR038C
KAP104	YBR017C
KAP114	YGL241W
KAP120	YPL125W
KAP122	YGL016W
PDR6	YGL016W
KAP123	YER110C
YRB4	YER110C
KAP95	YLR347C
KAR1	YNL188W
KAR2	YJL034W
GRP78	YJL034W
SSD1	YJL034W
KAR3	YPR141C
KAR4	YCL055W
KAR5	YMR065W
FIG3	YMR065W
KAR9	YPL269W
KCC4	YCL024W
KCS1	YDR017C
KDX1	YKL161C
MLP1	YKL161C
KEG1	YFR042W
KEI1	YDR367W
KEL1	YHR158C
KEL2	YGR238C
KEL3	YPL263C
KES1	YPL145C
OSH4	YPL145C
KEX1	YGL203C
KEX2	YNL238W
QDS1	YNL238W
KGD1	YIL125W
OGD1	YIL125W
KGD2	YDR148C
KHA1	YJL094C
KIC1	YHR102W
NRK1	YHR102W
KIN1	YDR122W
KIN2	YLR096W
KIN28	YDL108W
KIN3	YAR018C
NPK1	YAR018C
KIN4	YOR233W
KIN3	YOR233W
KIN31	YOR233W
KIN82	YCR091W
FPK2	YCR091W
KIP1	YBL063W
CIN9	YBL063W
KIP2	YPL155C
KIP3	YGL216W
KKQ8	YKL168C
KNH1	YDL049C
KNS1	YLL019C
KOG1	YHR186C
LAS24	YHR186C
KRE1	YNL322C
KRE28	YDR532C
KRE29	YER038C
KRE2	YDR483W
MNT1	YDR483W
KRE33	YNL132W
NAT10	YNL132W
RRA1	YNL132W
KRE5	YOR336W
KRE6	YPR159W
CWH48	YPR159W
KRE9	YJL174W
KRI1	YNL308C
KRR1	YCL059C
KRS1	YDR037W
GCD5	YDR037W
KSH1	YNL024C-A
KSP1	YHR082C
KSS1	YGR040W
KTI11	YBL071W-A
DPH3	YBL071W-A
KTI12	YKL110C
KTR1	YOR099W
KTR2	YKR061W
KTR3	YBR205W
KTR4	YBR199W
KTR5	YNL029C
KTR6	YPL053C
MNN6	YPL053C
KTR7	YIL085C
KXD1	YGL079W
LAA1	YJL207C
LAC1	YKL008C
DGT1	YKL008C
LAG1	YHL003C
LAG2	YOL025W
LAM1	YHR155W
YSP1	YHR155W
LAM4	YHR080C
LTC3	YHR080C
LAM5	YFL042C
LTC2	YFL042C
LAM6	YLR072W
LTC1	YLR072W
LAP2	YNL045W
LAP3	YNL239W
BLH1	YNL239W
GAL6	YNL239W
YCP1	YNL239W
LAS1	YKR063C
LAS17	YOR181W
LAS21	YJL062W
GPI7	YJL062W
LAT1	YNL071W
ODP2	YNL071W
PDA2	YNL071W
LCB1	YMR296C
END8	YMR296C
TSC2	YMR296C
LCB2	YDR062W
SCS1	YDR062W
TSC1	YDR062W
LCB3	YJL134W
LBP1	YJL134W
YSR2	YJL134W
LCB4	YOR171C
LCB5	YLR260W
LCD1	YDR499W
DDC2	YDR499W
PIE1	YDR499W
LCL1	YPL056C
LCL2	YLR104W
LCL3	YGL085W
LCP5	YER127W
LDB16	YCL005W
LDB17	YDL146W
LDB18	YLL049W
LDB19	YOR322C
LDB7	YBL006C
RSC14	YBL006C
LDH1	YBR204C
LDS1	YAL018C
LDS2	YOL047C
LEA1	YPL213W
LEE1	YPL054W
LEM3	YNL323W
BRE3	YNL323W
ROS3	YNL323W
LEO1	YOR123C
LEU1	YGL009C
LEU2	YCL018W
LEU3	YLR451W
LEU4	YNL104C
LEU5	YHR002W
LEU9	YOR108W
LGE1	YPL055C
LHP1	YDL051W
LAH1	YDL051W
YLA1	YDL051W
LHS1	YKL073W
LIA1	YJR070C
MMD1	YJR070C
LIF1	YGL090W
LIN1	YHR156C
LIP1	YMR298W
LIP2	YLR239C
LIP5	YOR196C
LNP1	YHR192W
LOA1	YPR139C
VPS66	YPR139C
LOC1	YFR001W
LOH1	YJL038C
OSW4	YJL038C
LOS1	YKL205W
LOT5	YKL183W
LOT6	YLR011W
LPD1	YFL018C
DHLP1	YFL018C
LPP1	YDR503C
LPX1	YOR084W
LRE1	YCL051W
LRG1	YDL240W
LRO1	YNR008W
LRP1	YHR081W
RRP47	YHR081W
YC1D	YHR081W
LRS4	YDR439W
LSB1	YGR136W
LSB3	YFR024C-A
LSB5	YCL034W
LSB6	YJL100W
LSC1	YOR142W
LSC2	YGR244C
LSG1	YGL099W
LSM12	YHR121W
LSM1	YJL124C
SPB8	YJL124C
LSM2	YBL026W
SMX5	YBL026W
SNP3	YBL026W
LSM3	YLR438C-A
SMX4	YLR438C-A
USS2	YLR438C-A
LSM4	YER112W
SDB23	YER112W
USS1	YER112W
LSM5	YER146W
LSM6	YDR378C
LSM7	YNL147W
LSM8	YJR022W
LSP1	YPL004C
LST4	YKL176C
LST7	YGR057C
LST8	YNL006W
LTE1	YAL024C
EIS4	YAL024C
MSI2	YAL024C
LTP1	YPR073C
LTV1	YKL143W
LUC7	YDL087C
EPE1	YDL087C
EXM2	YDL087C
LYP1	YNL268W
LYS1	YIR034C
LYS12	YIL094C
LYS10	YIL094C
LYS11	YIL094C
LYS14	YDR034C
LYS2	YBR115C
LYS20	YDL182W
LYS21	YDL131W
LYS4	YDR234W
LYS3	YDR234W
LYS5	YGL154C
LYS9	YNR050C
LYS13	YNR050C
MAC1	YMR021C
CUA1	YMR021C
MAD1	YGL086W
MAD2	YJL030W
MAD3	YJL013C
MAE1	YKL029C
MAF1	YDR005C
MAG1	YER142C
MAG	YER142C
MAG2	YLR427W
MAK10	YEL053C
NAA35	YEL053C
MAK11	YKL021C
MAK16	YAL025C
MAK21	YDR060W
NOC1	YDR060W
MAK31	YCR020C-A
NAA38	YCR020C-A
MAK32	YCR019W
MAK3	YPR051W
NAA30	YPR051W
MAK5	YBR142W
MAL11	YGR289C
AGT1	YGR289C
MAL1T	YGR289C
MTP1	YGR289C
MAL12	YGR292W
MAL1S	YGR292W
MAL13	YGR288W
MAL1R	YGR288W
MAL31	YBR298C
MAL3T	YBR298C
MAL32	YBR299W
MAL3S	YBR299W
MAL33	YBR297W
MAL3R	YBR297W
MAM1	YER106W
MAM3	YOL060C
MAM33	YIL070C
MAP1	YLR244C
MAP2	YBL091C
MAS1	YLR163C
MIF1	YLR163C
MAS2	YHR024C
MIF2	YHR024C
MATALPHA1	YCR040W
ALPHA-1	YCR040W
MAT1A	YCR040W
MATAL1	YCR040W
MATALPHA2	YCR039C
ALPHA-2	YCR039C
MAT2A	YCR039C
MATAL2	YCR039C
MBA1	YBR185C
MBB1	YJL199C
MBF1	YOR298C-A
SUF13	YOR298C-A
MBP1	YDL056W
MBR1	YKL093W
MCA1	YOR197W
YCA1	YOR197W
MCD1	YDL003W
PDS3	YDL003W
RHC21	YDL003W
SCC1	YDL003W
MCD4	YKL165C
FSR2	YKL165C
SSU21	YKL165C
ZRG16	YKL165C
MCH1	YDL054C
MCH2	YKL221W
MCH4	YOL119C
MCH5	YOR306C
MCK1	YNL307C
YPK1	YNL307C
MCM10	YIL150C
DNA43	YIL150C
MCM16	YPR046W
MCM1	YMR043W
FUN80	YMR043W
MCM2	YBL023C
MCM21	YDR318W
CTF5	YDR318W
MCM22	YJR135C
MCM3	YEL032W
MCM4	YPR019W
CDC54	YPR019W
HCD21	YPR019W
MCM5	YLR274W
CDC46	YLR274W
MCM6	YGL201C
MCM7	YBR202W
CDC47	YBR202W
MCP1	YOR228C
MCP2	YLR253W
MRX13	YLR253W
MCR1	YKL150W
MCT1	YOR221C
MCX1	YBR227C
MDE1	YJR024C
MDG1	YNL173C
MDH1	YKL085W
MDH2	YOL126C
MDH3	YDL078C
MDJ1	YFL016C
MDJ2	YNL328C
MDL1	YLR188W
MDL2	YPL270W
SSH1	YPL270W
MDM1	YML104C
MDM10	YAL010C
MDM12	YOL009C
MDM20	YOL076W
DEC1	YOL076W
MDM30	YLR368W
MDM31	YHR194W
MDM32	YOR147W
MDM34	YGL219C
MMM2	YGL219C
MDM35	YKL053C-A
MDM36	YPR083W
MDM38	YOL027C
MDN1	YLR106C
REA1	YLR106C
MDR1	YGR100W
GYP2	YGR100W
MIC1	YGR100W
MDS3	YGL197W
MDV1	YJL112W
FIS2	YJL112W
GAG3	YJL112W
NET2	YJL112W
MDY2	YOL111C
GET5	YOL111C
TMA24	YOL111C
MEC1	YBR136W
ESR1	YBR136W
SAD3	YBR136W
MEC3	YLR288C
PIP3	YLR288C
PSO9	YLR288C
MED1	YPR070W
MED11	YMR112C
MED2	YDL005C
MED4	YOR174W
MED6	YHR058C
MTR32	YHR058C
MED7	YOL135C
MED8	YBR193C
MEF1	YLR069C
MEF2	YJL102W
MEH1	YKR007W
EGO1	YKR007W
GSE2	YKR007W
MEI4	YER044C-A
MEI5	YPL121C
MEK1	YOR351C
MRE4	YOR351C
MEP1	YGR121C
AMT1	YGR121C
MEP2	YNL142W
AMT2	YNL142W
MEP3	YPR138C
AMT3	YPR138C
MER1	YNL210W
MES1	YGR264C
MET10	YFR030W
MET12	YPL023C
MET13	YGL125W
MET11	YGL125W
MRPL45	YGL125W
MET14	YKL001C
MET16	YPR167C
MET17	YLR303W
MET15	YLR303W
MET25	YLR303W
MET18	YIL128W
MMS19	YIL128W
MET1	YKR069W
MET20	YKR069W
MET2	YNL277W
MET22	YOL064C
HAL2	YOL064C
MET28	YIR017C
MET3	YJR010W
MET30	YIL046W
MET31	YPL038W
MET32	YDR253C
MET4	YNL103W
MET5	YJR137C
ECM17	YJR137C
MET6	YER091C
MET7	YOR241W
MET23	YOR241W
MET8	YBR213W
MEU1	YLR017W
MEX67	YPL169C
MF(ALPHA)1	YPL187W
MF-ALPHA-1	YPL187W
MFAL1	YPL187W
MF(ALPHA)2	YGL089C
MF-ALPHA-2	YGL089C
MFAL2	YGL089C
MFA1	YDR461W
MFA2	YNL145W
MFB1	YDR219C
MFG1	YDL233W
MFM1	YPL060W
LPE10	YPL060W
MFT1	YML062C
MGA1	YGR249W
MGA2	YIR033W
MGE1	YOR232W
GRPE	YOR232W
GRPE1	YOR232W
YGE1	YOR232W
MGM101	YJR144W
MGM9	YJR144W
MGM1	YOR211C
MDM17	YOR211C
MGR1	YCL044C
MGR2	YPL098C
MGR3	YMR115W
FMP24	YMR115W
MGS1	YNL218W
MGT1	YDL200C
MHF1	YOL086W-A
MHF2	YDL160C-A
MHP1	YJL042W
MHR1	YDR296W
XTC1	YDR296W
MHT1	YLL062C
MIA40	YKL195W
TIM40	YKL195W
MIC10	YCL057C-A
MCS10	YCL057C-A
MIO10	YCL057C-A
MOS1	YCL057C-A
MIC12	YBR262C
AIM5	YBR262C
FMP51	YBR262C
MCS12	YBR262C
MIC19	YFR011C
AIM13	YFR011C
MCS19	YFR011C
MIC26	YGR235C
MCS29	YGR235C
MIO27	YGR235C
MOS2	YGR235C
MIC27	YNL100W
AIM37	YNL100W
MCS27	YNL100W
MIC60	YKR016W
AIM28	YKR016W
FCJ1	YKR016W
FMP13	YKR016W
MID1	YNL291C
MID2	YLR332W
KAI1	YLR332W
SMS1	YLR332W
MIF2	YKL089W
MIG1	YGL035C
CAT4	YGL035C
SSN1	YGL035C
MIG2	YGL209W
MLZ1	YGL209W
MIG3	YER028C
MIH1	YMR036C
MIM1	YOL026C
TOM13	YOL026C
MIP1	YOR330C
MIP6	YHR015W
MIR1	YJR077C
MIS1	YBR084W
MIT1	YEL007W
MIX14	YDR031W
MIC14	YDR031W
MIX17	YMR002W
MIC17	YMR002W
MIX23	YBL107C
MIC23	YBL107C
MKC7	YDR144C
YPS2	YDR144C
MKK1	YOR231W
SSP32	YOR231W
MKK2	YPL140C
SSP33	YPL140C
MKS1	YNL076W
LYS80	YNL076W
MKT1	YNL085W
MLC1	YGL106W
MLC2	YPR188C
MLF3	YNL074C
YMK1	YNL074C
MLH1	YMR167W
PMS2	YMR167W
MLH2	YLR035C
MLH3	YPL164C
MLP1	YKR095W
MLP2	YIL149C
MLS1	YNL117W
MMF1	YIL051C
IBM1	YIL051C
MMM1	YLL006W
YME6	YLL006W
MMP1	YLL061W
MMR1	YLR190W
MMS1	YPR164W
KIM3	YPR164W
RTT108	YPR164W
SLM6	YPR164W
MMS2	YGL087C
MMS21	YEL019C
NSE2	YEL019C
MMS22	YLR320W
SLM2	YLR320W
MMS4	YBR098W
SLX2	YBR098W
MMT1	YMR177W
MFT1	YMR177W
MMT2	YPL224C
MFT2	YPL224C
MND1	YGL183C
MND2	YIR025W
MNE1	YOR350C
MNE	YOR350C
MNL1	YHR204W
HTM1	YHR204W
MNL2	YLR057W
MNN1	YER001W
MNN10	YDR245W
BED1	YDR245W
MNN11	YJL183W
MNN2	YBR015C
CRV4	YBR015C
LDB8	YBR015C
TTP1	YBR015C
MNN4	YKL201C
MNN5	YJL186W
MNN9	YPL050C
MNP1	YGL068W
MRPL12	YGL068W
MNR2	YKL064W
MNS1	YJR131W
MNT2	YGL257C
MNT3	YIL014W
MNT4	YNR059W
MOB1	YIL106W
MOB2	YFL034C-B
MOD5	YOR274W
MOG1	YJR074W
MOH1	YBL049W
MON1	YGL124C
AUT12	YGL124C
MON2	YNL297C
YSL2	YNL297C
MOT1	YPL082C
MOT2	YER068W
CCL1	YER068W
NOT4	YER068W
SIG1	YER068W
SSF1	YER068W
MOT3	YMR070W
ROX7	YMR070W
MPA43	YNL249C
MPC1	YGL080W
FMP37	YGL080W
MPC2	YHR162W
MPC3	YGR243W
FMP43	YGR243W
MPC54	YOR177C
MPD1	YOR288C
MPD2	YOL088C
MPE1	YKL059C
MPH1	YIR002C
MPH2	YDL247W
MPH3	YJR160C
MPM1	YJL066C
MPP10	YJR002W
MPP6	YNR024W
MPS1	YDL028C
RPK1	YDL028C
MPS2	YGL075C
MMC1	YGL075C
MPS3	YJL019W
NEP98	YJL019W
MPT5	YGL178W
HTR1	YGL178W
PUF5	YGL178W
MRC1	YCL061C
MRD1	YPR112C
MRE11	YMR224C
MRF1	YGL143C
MRH1	YDR033W
MRH4	YGL064C
MRI1	YPR118W
MRK1	YDL079C
MRL1	YPR079W
MRM1	YOR201C
PET56	YOR201C
MRM2	YGL136C
MRN1	YPL184C
PTR69	YPL184C
MRP1	YDR347W
MRP10	YDL045W-A
MRP13	YGR084C
MRP17	YKL003C
MRP2	YPR166C
MRP20	YDR405W
MRPL41	YDR405W
MRP21	YBL090W
MRP50	YBL090W
MRP49	YKL167C
MRP4	YHL004W
MRP4A	YHL004W
MRP51	YPL118W
MRP7	YNL005C
MRPL2	YNL005C
MRP8	YKL142W
MRPL1	YDR116C
MRPL10	YNL284C
MRPL18	YNL284C
MRPL11	YDL202W
MRPL13	YKR006C
MRPL15	YLR312W-A
MRPL16	YBL038W
RML16	YBL038W
MRPL17	YNL252C
MRPL30	YNL252C
MRPL19	YNL185C
MRPL20	YKR085C
MRPL22	YNL177C
MRPL23	YOR150W
MRPL24	YMR193W
MRPL14	YMR193W
MRPL25	YGR076C
YMR26	YGR076C
MRPL27	YBR282W
MRPL28	YDR462W
MRPL3	YMR024W
MRPL31	YKL138C
MRPL32	YCR003W
MRPL33	YMR286W
MRPL35	YDR322W
MRPL36	YBR122C
MRPL37	YBR268W
MRPL38	YKL170W
MRPL34	YKL170W
MRPL39	YML009C
MRPL4	YLR439W
MRPL40	YPL173W
MRPL44	YMR225C
YMR44	YMR225C
MRPL49	YJL096W
MRPL50	YNR022C
MRPL51	YPR100W
MRPL6	YHR147C
MRPL7	YDR237W
MRPL8	YJL063C
MRPL9	YGR220C
MRPS12	YNR036C
MRPS16	YPL013C
MRPS17	YMR188C
MRPS18	YNL306W
MRPS28	YDR337W
MRPS35	YGR165W
MRPS5	YBR251W
MRPS8	YMR158W
MRPS9	YBR146W
MRS1	YIR021W
PET157	YIR021W
MRS2	YOR334W
MRS3	YJL133W
MRS4	YKR052C
MRS6	YOR370C
MSI4	YOR370C
MRT4	YKL009W
MRX1	YER077C
MRX10	YDR282C
MRX11	YPL041C
MRX12	YJR003C
MRX3	YBL095W
MRX4	YPL168W
MRX5	YJL147C
MRX6	YNL295W
MRX7	YNL211C
MRX8	YDR336W
MRX9	YDL027C
MSA1	YOR066W
MSA2	YKR077W
MSB1	YOR188W
MSB2	YGR014W
MSB3	YNL293W
GYP3	YNL293W
MSB4	YOL112W
MSC1	YML128C
MSC2	YDR205W
MSC3	YLR219W
MSC6	YOR354C
MSC7	YHR039C
MSD1	YPL104W
MSE1	YOL033W
MSF1	YPR047W
MSG5	YNL053W
MSH1	YHR120W
MSH2	YOL090W
MSH3	YCR092C
MSH4	YFL003C
MSH5	YDL154W
MSH6	YDR097C
PMS3	YDR097C
MSI1	YBR195C
CAC3	YBR195C
MSK1	YNL073W
MSL1	YIR009W
MSL5	YLR116W
BBP	YLR116W
SF1	YLR116W
MSM1	YGR171C
MSN1	YOL116W
FUP1	YOL116W
PHD2	YOL116W
MSN2	YMR037C
MSN4	YKL062W
MSN5	YDR335W
MSO1	YNR049C
MSP1	YGR028W
YTA4	YGR028W
MSR1	YHR091C
MSS11	YMR164C
MSS116	YDR194C
MSS18	YPR134W
MSS1	YMR023C
PET53	YMR023C
MSS2	YDL107W
MSS4	YDR208W
MSS51	YLR203C
MST1	YKL194C
MST27	YGL051W
DUP2	YGL051W
MST28	YAR033W
MSW1	YDR268W
MSW	YDR268W
MSY1	YPL097W
MTC1	YJL123C
MTC2	YKL098W
MTC3	YGL226W
MTC4	YBR255W
MTC5	YDR128W
SEA3	YDR128W
MTC6	YHR151C
MTC7	YEL033W
MTD1	YKR080W
MTF1	YMR228W
MTF2	YDL044C
NAM1	YDL044C
MTG1	YMR097C
MTG2	YHR168W
MTH1	YDR277C
MTL1	YGR023W
MTM1	YGR257C
MTO1	YGL236C
IPS1	YGL236C
MTQ1	YNL063W
MTQ2	YDR140W
MTC6	YDR140W
MTR10	YOR160W
MTR2	YKL186C
MTR3	YGR158C
MTR4	YJL050W
DOB1	YJL050W
MTW1	YAL034W-A
DSN3	YAL034W-A
NSL2	YAL034W-A
MUB1	YMR100W
MUD1	YBR119W
MUD2	YKL074C
MUK1	YPL070W
MUM2	YBR057C
MUM3	YOR298W
MUP1	YGR055W
MUP3	YHL036W
MUS81	YDR386W
SLX3	YDR386W
MVB12	YGR206W
MVD1	YNR043W
ERG19	YNR043W
MPD	YNR043W
MVP1	YMR004W
MXR1	YER042W
MXR2	YCL033C
MSRB	YCL033C
MYO1	YHR023W
MYO2	YOR326W
CDC66	YOR326W
MYO3	YKL129C
MYO4	YAL029C
SHE1	YAL029C
MYO5	YMR109W
MZM1	YDR493W
AIM8	YDR493W
FMP36	YDR493W
NAB2	YGL122C
NAB3	YPL190C
HMD1	YPL190C
NAB6	YML117W
NAF1	YNL124W
NAG1	YGR031C-A
NAM2	YLR382C
MSL1	YLR382C
NAM7	YMR080C
IFS2	YMR080C
MOF4	YMR080C
UPF1	YMR080C
NAM8	YHR086W
MRE2	YHR086W
NAM9	YNL137C
MNA6	YNL137C
NAN1	YPL126W
UTP17	YPL126W
NAP1	YKR048C
NAR1	YNL240C
NAS2	YIL007C
NAS6	YGR232W
NAT1	YDL040C
AAA1	YDL040C
NAT2	YGR147C
NAT3	YPR131C
NAT4	YMR069W
NAT5	YOR253W
NBA1	YOL070C
NBL1	YHR199C-A
NBP1	YLR457C
NBP2	YDR162C
NBP35	YGL091C
NCA2	YPR155C
NCA3	YJL116C
NCB2	YDR397C
YDR1	YDR397C
NCE101	YJL205C
NCE1	YJL205C
NCE102	YPR149W
NCE2	YPR149W
RTG2S2	YPR149W
NCE103	YNL036W
NCE3	YNL036W
NCL1	YBL024W
TRM4	YBL024W
NCP1	YHR042W
CPR1	YHR042W
NCPR1	YHR042W
PRD1	YHR042W
NCR1	YPL006W
NCS2	YNL119W
CTU2	YNL119W
TUC2	YNL119W
NCS6	YGL211W
CTU1	YGL211W
TUC1	YGL211W
NDC1	YML031W
NDC80	YIL144W
HEC1	YIL144W
TID3	YIL144W
NDD1	YOR372C
NDE1	YMR145C
NDH1	YMR145C
NDE2	YDL085W
NDH2	YDL085W
NDI1	YML120C
NDJ1	YOL104C
TAM1	YOL104C
NDL1	YLR254C
NDT80	YHR124W
DAS1	YHR124W
NEJ1	YLR265C
LIF2	YLR265C
NEM1	YHR004C
NEO1	YIL048W
NET1	YJL076W
CFI1	YJL076W
ESC5	YJL076W
SRM8	YJL076W
NEW1	YPL226W
NFI1	YOR156C
SIZ2	YOR156C
NFS1	YCL017C
SPL1	YCL017C
NFT1	YKR103W
NFU1	YKL040C
NUB1	YKL040C
NGG1	YDR176W
ADA3	YDR176W
SWI7	YDR176W
NGL1	YOL042W
NGL2	YMR285C
NGL3	YML118W
NGR1	YBR212W
RBP1	YBR212W
NHA1	YLR138W
NHP10	YDL002C
HMO2	YDL002C
NHP2	YDL208W
NHP6A	YPR052C
NHPA	YPR052C
NHP6B	YBR089C-A
NHPB	YBR089C-A
NHX1	YDR456W
NHA2	YDR456W
VPL27	YDR456W
VPS44	YDR456W
NIC96	YFR002W
NIF3	YGL221C
NIP1	YMR309C
NIP100	YPL174C
NIP80	YPL174C
NIP7	YPL211W
NIS1	YNL078W
JIP1	YNL078W
NIT1	YIL164C
NIT2	YJL126W
NIT3	YLR351C
NKP1	YDR383C
NKP2	YLR315W
NMA1	YLR328W
NMA111	YNL123W
YNM3	YNL123W
NMA2	YGR010W
NMD2	YHR077C
IFS1	YHR077C
SUA1	YHR077C
UPF2	YHR077C
NMD3	YHR170W
NMD4	YLR363C
NMD5	YJR132W
KAP119	YJR132W
NMT1	YLR195C
CDC72	YLR195C
NNF1	YJR112W
NNF2	YGR089W
NNK1	YKL171W
NNT1	YLR285W
EFM7	YLR285W
NOB1	YOR056C
NOC2	YOR206W
NOC3	YLR002C
NOC4	YPR144C
UTP19	YPR144C
NOG1	YPL093W
NOG2	YNR053C
NOP10	YHR072W-A
NOP12	YOL041C
NOP13	YNL175C
NOP14	YDL148C
UTP2	YDL148C
NOP15	YNL110C
NOP16	YER002W
NOP19	YGR251W
NOP1	YDL014W
LOT3	YDL014W
NOP2	YNL061W
YNA1	YNL061W
NOP4	YPL043W
NOP77	YPL043W
NOP53	YPL146C
NOP56	YLR197W
SIK1	YLR197W
NOP58	YOR310C
NOP5	YOR310C
NOP6	YDL213C
NOP7	YGR103W
RRP13	YGR103W
YPH1	YGR103W
NOP8	YOL144W
NOP9	YJL010C
NOT3	YIL038C
NOT5	YPR072W
NPA3	YJR072C
EPA1	YJR072C
GPN1	YJR072C
NPC2	YDL046W
NPL3	YDR432W
MTR13	YDR432W
MTS1	YDR432W
NAB1	YDR432W
NOP3	YDR432W
NPL4	YBR170C
HRD4	YBR170C
NPL6	YMR091C
RSC7	YMR091C
NPP1	YCR026C
