module_name	common_pQTLs	overlap_ratio	old_pQTLs	predicted_pQTLs	delta
regulation of programmed cell death	0	0.0	15	0	0
peptide metabolic process	0	0.0	88	0	0
invasive filamentous growth	0	0.0	2	0	0
protein localization to vacuole	0	0.0	68	0	0
Golgi cisterna	0	0.0	44	0	0
endosome	0	0.0	4	0	0
termination of RNA polymerase II transcription	0	0.0	1	0	0
regulation of cell cycle	0	0.0	16	0	0
mitotic recombination	0	0.0	39	0	0
negative regulation of translation	0	0.0	30	0	0
mitochondrion distribution	0	0.0	29	0	0
vesicle docking	0	0.0	24	0	0
ribosomal subunit export from nucleus	0	0.0	94	0	0
nucleic acid metabolic process	0	0.0	65	0	0
anatomical structure formation involved in morphogenesis	0	0.0	54	0	0
snoRNA 3'-end processing	0	0.0	4	0	0
glycolipid biosynthetic process	0	0.0	9	0	0
mRNA cleavage involved in mRNA processing	0	0.0	22	0	0
tubulin binding	0	0.0	88	0	0
protein-DNA complex	0	0.0	30	0	0
transmembrane transport	0	0.0	68	100	100
threonine-type peptidase activity	0	0.0	8	0	0
positive regulation of cytoskeleton organization	0	0.0	22	0	0
actin binding	0	0.0	110	0	0
DNA helicase activity	0	0.0	38	0	0
transcription elongation factor complex	0	0.0	34	0	0
cullin-RING ubiquitin ligase complex	0	0.0	76	0	0
process utilizing autophagic mechanism	0	0.0	93	0	0
regulation of cyclin-dependent protein kinase activity	0	0.0	7	0	0
protein modification by small protein conjugation	0	0.0	104	0	0
coated vesicle	0	0.0	49	0	0
modification-dependent protein catabolic process	0	0.0	152	0	0
ATP-dependent chromatin remodeling	0	0.0	2	0	0
nucleotide-excision repair	0	0.0	109	0	0
meiosis I cell cycle process	0	0.0	40	0	0
transcription by RNA polymerase III	0	0.0	21	0	0
nucleic acid phosphodiester bond hydrolysis	0	0.0	5	0	0
cofactor metabolic process	0	0.0	168	0	0
storage vacuole	0	0.0	106	0	0
monovalent inorganic cation transport	0	0.0	107	0	0
cation transport	0	0.0	111	0	0
heme-copper terminal oxidase activity	0	0.0	24	0	0
regulation of DNA-dependent DNA replication	0	0.0	5	0	0
histone binding	0	0.0	1	0	0
RNA polyadenylation	0	0.0	53	0	0
spliceosomal tri-snRNP complex	0	0.0	2	0	0
cellular catabolic process	0	0.0	72	0	0
tethering complex	0	0.0	42	0	0
endopeptidase complex	0	0.0	48	0	0
mitochondrial protein complex	0	0.0	62	0	0
intrinsic component of peroxisomal membrane	0	0.0	85	0	0
cleavage apparatus septin structure	0	0.0	27	0	0
mRNA export from nucleus	0	0.0	101	0	0
ATP hydrolysis coupled cation transmembrane transport	0	0.0	2	0	0
ATP-dependent DNA helicase activity	0	0.0	3	0	0
chromatin assembly	0	0.0	26	108	108
endonuclease activity	0	0.0	15	0	0
cation transmembrane transporter activity	0	0.0	48	0	0
snRNA binding	0	0.0	3	0	0
DNA-dependent DNA replication maintenance of fidelity	0	0.0	72	0	0
DNA-directed 5'-3' RNA polymerase activity	0	0.0	19	3	3
replication fork	0	0.0	32	0	0
late endosome to vacuole transport	0	0.0	24	0	0
spindle microtubule	0	0.0	37	0	0
cell cycle process	0	0.0	28	0	0
ATP hydrolysis coupled ion transmembrane transport	0	0.0	2	0	0
transcription factor binding	0	0.0	20	0	0
organophosphate ester transport	0	0.0	54	0	0
phospholipid transport	0	0.0	40	0	0
ubiquitin-like protein ligase binding	0	0.0	146	0	0
vesicle budding from membrane	0	0.0	33	0	0
phosphoprotein phosphatase activity	0	0.0	1	13	13
meiotic chromosome segregation	0	0.0	3	0	0
mRNA transport	0	0.0	90	0	0
cellular protein localization	0	0.0	54	0	0
karyogamy	0	0.0	34	0	0
mitochondrial respiratory chain complex assembly	0	0.0	65	0	0
drug export	0	0.0	58	0	0
actin filament bundle organization	0	0.0	38	0	0
sphingolipid metabolic process	0	0.0	11	0	0
peptidase complex	0	0.0	26	0	0
endosome transport via multivesicular body sorting pathway	0	0.0	24	0	0
translesion synthesis	0	0.0	33	0	0
DNA polymerase activity	0	0.0	33	0	0
protein lipidation	0	0.0	9	0	0
cellular protein complex disassembly	0	0.0	54	0	0
cellular detoxification	0	0.0	56	0	0
supramolecular fiber organization	0	0.0	153	0	0
negative regulation of gene expression	0	0.0	8	0	0
transcription regulator activity	0	0.0	6	9	9
positive regulation of gene expression	0	0.0	73	53	53
sporulation	0	0.0	54	0	0
regulation of mitochondrial translation	0	0.0	3	175	175
cellular response to osmotic stress	0	0.0	18	0	0
oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	0	0.0	24	0	0
positive regulation of nucleic acid-templated transcription	0	0.0	31	49	49
Golgi-associated vesicle	0	0.0	49	0	0
positive regulation of DNA-templated transcription, elongation	0	0.0	37	0	0
positive regulation of MAP kinase activity	0	0.0	15	0	0
proteasome assembly	0	0.0	31	0	0
positive regulation of growth of unicellular organism as a thread of attached cells	0	0.0	2	0	0
peptide-lysine-N-acetyltransferase activity	0	0.0	1	0	0
regulation of chromatin silencing at telomere	0	0.0	34	0	0
DNA replication preinitiation complex	0	0.0	30	0	0
organelle inheritance	0	0.0	93	0	0
SWI|SNF superfamily-type complex	0	0.0	28	0	0
INO80-type complex	0	0.0	1	0	0
nuclear export	0	0.0	1	0	0
cellular localization	0	0.0	61	0	0
core promoter sequence-specific DNA binding	0	0.0	20	0	0
RNA export from nucleus	0	0.0	90	0	0
protein serine|threonine phosphatase complex	0	0.0	1	0	0
exocytic process	0	0.0	31	0	0
serine|threonine protein kinase complex	0	0.0	40	0	0
cellular bud neck septin structure	0	0.0	27	0	0
ATPase activity, coupled to movement of substances	0	0.0	86	0	0
nuclear DNA-directed RNA polymerase complex	0	0.0	19	3	3
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	0	0.0	75	0	0
